Player,Consistency,Average,Median,Team,Position,Games Played
Samori Toure,,,0.0,GNB,WR,7
Saquon Barkley,0.3962,17.4154,17.85,NYG,RB,13
Scott Miller,,,0.7,TAM,WR,11
Sean McKeon,,,0.0,DAL,TE,9
Shane Zylstra,,,,DET,TE,9
Shi Smith,1.1855,2.9615,1.7,CAR,WR,13
Simi Fehoko,1.2593,1.08,0.0,DAL,WR,5
Skylar Thompson,,,0.0,MIA,QB,5
Skyy Moore,1.3296,2.6462,1.65,KAN,WR,13
Snoop Conner,,,,JAX,RB,4
Sony Michel,0.9484,2.49,0.7,LAC,RB,10
Spencer Brown,,,0.0,CAR,RB,2
Stanley Morgan Jr.,,0.0,0.0,CIN,,11
Stefon Diggs,0.4429,21.3769,21.95,BUF,WR,13
Stephen Anderson,2.542,0.3,0.0,ARI,TE,13
Stephen Sullivan,,,0.0,CAR,TE,10
Sterling Shepard,0.2248,11.4667,0.0,NYG,WR,3
Steven Sims,,,0.0,PIT,WR,8
Stone Smartt,,,,LAC,TE,4
T.J. Hockenson,0.7396,11.9769,9.8,2TM,TE,13
Taiwan Jones,,0.0,0.0,BUF,,13
Tanner Gentry,,,0.0,BUF,,3
Tanner Hudson,1.3346,2.1091,0.0,NYG,TE,11
Taylor Heinicke,,,2.7,WAS,QB,7
Taysom Hill,0.9978,8.9083,6.05,NOR,TE,12
Teagan Quitoriano,,,,HOU,TE,6
Teddy Bridgewater,,,0.0,MIA,QB,4
Tee Higgins,0.597,13.5462,13.45,CIN,WR,13
Terrace Marshall Jr.,,,2.3,CAR,WR,10
Terry McLaurin,0.4021,13.5538,12.4,WAS,WR,13
Tevin Coleman,,,0.0,SFO,RB,5
Tim Jones,,,0.0,JAX,WR,13
Tom Brady,0.2803,15.2846,14.95,TAM,QB,13
Tom Kennedy,,,0.0,DET,WR,7
Tommy Sweeney,2.0,0.34,0.0,BUF,TE,5
Tommy Tremble,1.3431,2.3923,0.55,CAR,TE,13
Tony Jones,1.2114,1.7333,0.0,2TM,RB,6
Tony Pollard,0.6235,16.7923,13.75,DAL,RB,13
Tory Carter,,0.0,0.0,TEN,,9
Trace McSorley,0.9122,1.1333,0.0,ARI,QB,3
Travis Etienne,0.6725,11.5231,9.4,JAX,RB,13
Travis Homer,0.902,4.7625,0.1,SEA,RB,8
Travis Kelce,0.4082,19.8,18.55,KAN,TE,13
Trayveon Williams,,,0.0,CIN,RB,5
Tre' McKitty,1.5885,1.1692,0.0,LAC,TE,13
Tre'Quan Smith,,,0.9,NOR,WR,11
Trent Sherfield,0.8415,5.7077,3.7,MIA,WR,13
Trent Taylor,2.105,0.9,0.0,CIN,WR,13
Trenton Cannon,,0.0,0.0,TEN,,2
Trenton Irwin,,,0.0,CIN,WR,6
Trestan Ebner,,,0.0,CHI,RB,13
Trevon Wesco,,,0.0,CHI,TE,12
Trevor Lawrence,0.4203,18.1462,17.6,JAX,QB,13
Trevor Siemian,,,0.0,CHI,QB,2
Trey Lance,0.6,6.25,0.0,SFO,QB,2
Trey McBride,,,0.0,ARI,TE,12
Trey Sermon,,,0.0,PHI,RB,2
Treylon Burks,0.5683,9.2625,3.45,TEN,WR,8
Trinity Benson,,,,DET,,1
Troy Hairston,2.343,0.35,0.0,HOU,RB,12
Tua Tagovailoa,0.5125,18.4091,14.3,MIA,QB,11
Tutu Atwell,0.9733,4.8222,0.0,LAR,WR,9
Ty Johnson,1.8691,2.3769,0.2,NYJ,RB,13
Ty Montgomery,0.0,10.3,0.0,NWE,WR,1
Tylan Wallace,1.3076,0.6375,0.0,BAL,WR,8
Tyler Allgeier,,,5.15,ATL,RB,12
Tyler Boyd,0.6974,10.5692,8.5,CIN,WR,13
Tyler Conklin,0.8339,8.0692,7.0,NYJ,TE,13
Tyler Davis,2.4425,0.5077,0.0,GNB,TE,13
Tyler Higbee,0.7626,7.5,6.0,LAR,TE,13
Tyler Huntley,,,,BAL,QB,3
Tyler Johnson,,,0.0,HOU,,2
Tyler Kroft,1.1828,0.8429,0.0,SFO,TE,7
Tyler Lockett,0.4239,15.7385,15.55,SEA,WR,13
Tyquan Thornton,,,1.5,NWE,WR,9
Tyree Jackson,,,,PHI,,4
Tyreek Hill,0.426,22.3846,21.05,MIA,WR,13
Tyrie Cleveland,2.2361,0.8,0.0,DEN,WR,6
Tyrion Davis-Price,,,0.0,SFO,RB,3
Tyrod Taylor,,,0.0,NYG,QB,2
Tyron Johnson,1.7321,0.45,0.0,2TM,WR,4
Van Jefferson,,,0.0,LAR,WR,7
Velus Jones Jr.,,,0.0,CHI,WR,8
Wan'Dale Robinson,0.7379,8.6,0.0,NYG,WR,6
Will Dissly,0.6517,6.2846,4.15,SEA,TE,13
Willie Snead,,,0.0,SFO,,2
Zach Ertz,0.3693,11.56,10.65,ARI,TE,10
Zach Gentry,1.2914,2.0308,1.25,PIT,TE,13
Zach Pascal,1.3267,2.6462,1.75,PHI,WR,13
Zach Wilson,,,2.25,NYJ,QB,7
Zack Moss,1.1665,2.2111,0.5,2TM,RB,9
Zamir White,,,0.0,LVR,RB,12
Zander Horvath,1.9733,1.4308,0.0,LAC,RB,13
Zay Jones,0.6217,12.4667,9.1,JAX,WR,12
Zonovan Knight,,,,NYJ,RB,3
